0,title,selfmark,PlainTitle,subject,year,name,cities,countries,continent
74460237,"Account of the execution of Hans Regelson, a Danish seaman, who was executed in front of the Council-Room, Perth, on Friday the 28th of June, 1811 ... for committing a rape on Margaret Budge - 6.314(24)",6.314(24),"Account of the execution of Hans Regelson, a Danish seaman, who was executed in front of the Council-Room, Perth, on Friday the 28th of June, 1811 ... for committing a rape on Margaret Budge",executions,1811,['Perth Circuit'],"Perth, Winchester","['United Kingdom', 'United States']","['Europe', 'North America']"
74460238,"Correct and particular account of the execution of Charles M'Ewen, commonly called ""The Cock of the North"", who was hanged ... 7th April 1824, at the head of Libberton Wynd, Edinburgh, for the barbarous murder of Margaret Mooney, in October last, on a moo - F.3.a.14(28)",F.3.a.14(28),"Correct and particular account of the execution of Charles M'Ewen, commonly called ""The Cock of the North"", who was hanged ... 7th April 1824, at the head of Libberton Wynd, Edinburgh, for the barbarous murder of Margaret Mooney, in October last, on a moo",executions,1824,"['Libberton Wynd', 'Margaret Mooney', 'Aberdeen Jail']","Inverness, Edinburgh, March, Aberdeen","['United Kingdom', 'Ireland', 'United States']","['Europe', 'North America']"
74460240,Execution of Doolan and Redding - APS.4.200.05,APS.4.200.05,Execution of Doolan and Redding,executions,1841,[],,[],[]
74460246,"Particular account of the behaviour and execution of William Leonard Swan, at Glasgow, on Wednesday the 16th May, 1821, for uttering two forged five pound notes of the Paisley Banking Company, in the month of November last - L.C.Fol.73(21)",L.C.Fol.73(21),"Particular account of the behaviour and execution of William Leonard Swan, at Glasgow, on Wednesday the 16th May, 1821, for uttering two forged five pound notes of the Paisley Banking Company, in the month of November last",,,"['John Smellie', 'Principal Taylor']","March, Paisley, Taylor, Mitchell, Airdrie, Glasgow, Stirling, Marshall","['United Kingdom', 'United States']","['Europe', 'North America']"
74460247,"Full ... account of the execution of George Gilchrist, at the head of Libberton's Wynd, on ... third of August, 1831, for the robbery of the Prince Regent, Edinburgh coach ... together with an account of the confession of the ... criminal - Ry.III.a.2(111)",Ry.III.a.2(111),"Full ... account of the execution of George Gilchrist, at the head of Libberton's Wynd, on ... third of August, 1831, for the robbery of the Prince Regent, Edinburgh coach ... together with an account of the confession of the ... criminal",executions,1831,[],,[],[]
74460248,"Full and particular account of John Dempsey, late private soldier ... who was executed at Edinburgh on ... the 13th December, 1820, for murder, committed at Greenock ... including his behaviour at the place of execution - Ry.III.a.2(14)",Ry.III.a.2(14),"Full and particular account of John Dempsey, late private soldier ... who was executed at Edinburgh on ... the 13th December, 1820, for murder, committed at Greenock ... including his behaviour at the place of execution",executions,1820,"['Henry Pearson', 'Arahibald Morison', 'Libberton Wynd']","Police, Edinburgh, Greenock","['United Kingdom', 'Ireland', 'Poland']",['Europe']
74460249,"Full and particular account of the execution of John Rennie, and William Sutherland, who were executed at Edinburgh on ... the 22d August, 1821, for housebreaking and theft, with their behaviour at the place of execution - Ry.III.9.2(72)",Ry.III.9.2(72),"Full and particular account of the execution of John Rennie, and William Sutherland, who were executed at Edinburgh on ... the 22d August, 1821, for housebreaking and theft, with their behaviour at the place of execution",,,"['Libberton Wynd', 'Captain Sibbald']",Edinburgh,['United Kingdom'],['Europe']
74460250,"Full and particular account of the execution of John Wilson and Duncan Fraser, who were executed at the head of Libberton Wynd, Edinburgh ... 28th January, 1824, for housebreaking and theft; with a particular account of their behaviour since their condemn - Ry.III.a.2(052)",Ry.III.a.2(052),"Full and particular account of the execution of John Wilson and Duncan Fraser, who were executed at the head of Libberton Wynd, Edinburgh ... 28th January, 1824, for housebreaking and theft; with a particular account of their behaviour since their condemn",,,"['Libberton Wynd', 'James Smyth']","Mary, Edinburgh, Wilson","['United Kingdom', 'Turkmenistan', 'United States']","['Europe', 'Asia', 'North America']"
74460252,"Full and particular account of the execution of William Adams ... who was this day ... 6th January 1830, executed at the head of Libberton Wynd, Lawnmarket, for assaulting and robbing Michael Pirnie ... with his last dying speech on the scaffold - Ry.III.a.2(091)",Ry.III.a.2(091),"Full and particular account of the execution of William Adams ... who was this day ... 6th January 1830, executed at the head of Libberton Wynd, Lawnmarket, for assaulting and robbing Michael Pirnie ... with his last dying speech on the scaffold",,,['Libberton Wynd'],"Morton, Edinburgh","['United Kingdom', 'United States']","['Europe', 'North America']"
74460253,Executions In Paisley - APS.3.98.9,APS.3.98.9,Executions In Paisley,executions,1828-,"['John Park', 'Mary Lamond', 'Janet Hynman', 'Margret Leitch', 'Jean King', 'Sheriff Depute', 'Janet Finnie', 'Janet Mathie', 'Margaret Jackson', 'Marjory Craig', 'Jonat Mathie', 'Jean Fulton', 'Alexander Anderson', 'John Lindsay', 'Margaret Lnng', 'Agnes Naismith', 'Robert Jamieson', 'Robert Sempill', 'Robert Love', 'Rabbie Lyle', 'Thomas Potts']","Paisley, March, Green, Renfrew, Glasgow, Most, Of","['United Kingdom', 'Ireland', 'Czechia', 'United States', 'Turkey']","['Europe', 'Asia', 'North America']"
74460308,Horrid Murder committed by Margaret Henderson - F.3.a.14(13),F.3.a.14(13),Horrid Murder committed by Margaret Henderson,executions,1824,"['Bastard Child', 'Margaret Henderson', 'Dear Mother']","March, Young, London, Durham, Edinburgh","['United Kingdom', 'Uruguay', 'United States']","['South America', 'Europe', 'North America']"
74460359,"Full, True and Particular Account of the Lives and Transactions of David Dobie and John Thomson, the Gilmerton Murderers, together with a very full and most correct account of their conduct and declarations in the Lock-up-house, on the night before the ex - F.3.a.14(68)",F.3.a.14(68),"Full, True and Particular Account of the Lives and Transactions of David Dobie and John Thomson, the Gilmerton Murderers, together with a very full and most correct account of their conduct and declarations in the Lock-up-house, on the night before the ex",executions,1830,"['John Thomson', 'Jesus Christ']","David, Paterson","['Panama', 'United States']",['North America']
74460365,Mansie Waugh's dream concerning the execution of Burke - Ry.III.a.6(25),Ry.III.a.6(25),Mansie Waugh's dream concerning the execution of Burke,,,"['Thomas Bodkin', 'Mr. Bodkin', 'Glenlivet Whisky', 'Bristo Port', 'Mansie Wauch']","David, Holland, London, Burke, Edinburgh","['United States', 'United Kingdom', 'Panama', 'France']","['Europe', 'North America']"
74460383,"Full and Particular Account of the Life, Transactions, Confessions, and Behaviour of Margaret Davidson, who was Executed at Aberdeen, on Friday the 8th October 1830, for the most atrocious and inhuman Murder of her Husband, by pouring Poison down his thro - F.3.a.13(55)",F.3.a.13(55),"Full and Particular Account of the Life, Transactions, Confessions, and Behaviour of Margaret Davidson, who was Executed at Aberdeen, on Friday the 8th October 1830, for the most atrocious and inhuman Murder of her Husband, by pouring Poison down his thro",executions,1830,['Margaret Davidson'],Aberdeen,['United States'],['North America']
74460407,Penitence of James Gow - F.3.a.13(15),F.3.a.13(15),Penitence of James Gow,executions,1831,"['Thomas Beveridge', 'Thou O Lord']",,[],[]
74460418,Respite of James Wemyss - L.C.Fol.74(359b),L.C.Fol.74(359b),Respite of James Wemyss,murder,1840,[],Edinburgh,['United Kingdom'],['Europe']
74460438,"Account of the behaviour and execution of James Glen, who was executed at Glasgow on Wednesday the 12th of December, 1827, for the inhuman murder of his own son, by drowning him in the canal, near Port-Dundas - L.C.Fol.73(110v)",L.C.Fol.73(110v),"Account of the behaviour and execution of James Glen, who was executed at Glasgow on Wednesday the 12th of December, 1827, for the inhuman murder of his own son, by drowning him in the canal, near Port-Dundas",,,['John Muir'],"Glasgow, Edinburgh",['United Kingdom'],['Europe']
74460442,Full ... account of the execution of James Gow ... and Thomas Beveridge ... for the ... murder of their wives - F.3.a.13(69),F.3.a.13(69),Full ... account of the execution of James Gow ... and Thomas Beveridge ... for the ... murder of their wives,executions,1832-1833,"['James Gow', 'High Street', 'James Cow', 'Bailie Haig']","Edinburgh, Kirkcaldy",['United Kingdom'],['Europe']
74460465,"Sutherland's lament, for the loss of his post, with his advice to John Dagless his successor - Ry.III.a.10(96)",Ry.III.a.10(96),"Sutherland's lament, for the loss of his post, with his advice to John Dagless his successor",,,"['Auld Reikie', 'Beans O Dool', 'Henrys Death', 'John Delgeess', 'Er Long', 'Drink Watter']",Man,"[""Côte d'Ivoire""]",['Africa']
74460496,"Sketch of the Conduct, Transactions and Behaviour of DAVID DOBBIE and JOHN THOMSON, who were Executed on Wednesday the 18th August, for Assault, Murder and Robbery, with their Last Dying Confession, and Behaviour on the Scaffold - F.3.a.14(69)",F.3.a.14(69),"Sketch of the Conduct, Transactions and Behaviour of DAVID DOBBIE and JOHN THOMSON, who were Executed on Wednesday the 18th August, for Assault, Murder and Robbery, with their Last Dying Confession, and Behaviour on the Scaffold",executions,1830,"['David Dobbie', 'Jesus Christ', 'Libberton Wynd']","David, Anderson","['Panama', 'United States']",['North America']
74460499,"Highland man's lament, for the death of Donald Bayn, alias M'Evan Vanifranck, who was execute in the Grass Market of Edinburgh, on Wednesday the 9th day of January 1723 - L.C.Fol.76(118)",L.C.Fol.76(118),"Highland man's lament, for the death of Donald Bayn, alias M'Evan Vanifranck, who was execute in the Grass Market of Edinburgh, on Wednesday the 9th day of January 1723",executions,1723,"['Donald Bayn', 'Tonald Bayn', 'Laulan Louns', 'Pra Shentlemen', 'Patricks Sauts', 'Te Frasers', 'Throu Murray-Land', 'Breath Put', 'Rob Roy', 'Trous Donald', 'William Wallace', ""Turk M'cleods"", 'Frae Fokoburss']","Edinburgh, Man, Peterhead, Roy","['United Kingdom', 'United States', ""Côte d'Ivoire"", 'Eswatini', 'Turkey']","['Africa', 'Europe', 'Asia', 'North America']"
74460534,Life of Calcraft - L.C.Fol.73(132),L.C.Fol.73(132),Life of Calcraft,executions,1868,"['Agnes Dougal', ""George M'Taggart"", 'James Jack', 'William Brodie', 'David Stiven', 'James Spence', 'Thos Gentles', 'John Brown', 'James Dick', ""James M'Kean"", 'Peter Gray', 'David Scott', 'Hugh Adamsoforgery', 'James Gilchrist', 'James Ferguson', ""William M'Kay"", ""William M'Keohnie"", 'William Baird', 'Matthew Clydesdale', 'John Buchanan', 'James Wilson', ""Malcolm M'Intyre"", 'William Pearson', 'David Wylie', 'James Stevenson', 'James Glen', 'Edward Moore', ""William M'Feat"", 'James Campbell', 'Mary Ste', 'William Lindsay', 'George Duffy', 'Thomas Templeton', 'Denis Doolan', 'Charles MKay', 'Smith M Farlune', ""Jessie M'Pherson"", 'Nicol Musker', 'Janet Heatly', 'Thomas Ogilvie', 'John Raybould', 'Daniel Deveron', 'George Smith', 'Bartholomew Collins', 'William Gadesbey', 'John Paul', ""Roderick M'Ullan"", 'Richard Brodie', 'Matthew Smith', 'Barbara Malcolm', 'John Armstrong', 'Neil Sutherland', ""Hugh M'Intosh"", ""James M'Dougal"", 'David Thomson', 'George Warden', 'Samuel Maxwell', 'John Rennie', 'Peter Haenan', 'Francis Gartred', ""William M'lntyre"", 'John Stewart', 'William Adams', 'George Gilchrist', 'David Dobbe', 'John Howieson', 'James Bell', 'James Wemyss', 'William Bennie', 'William Cumming', 'Thomas Ports', 'James Brown', 'William Pirie', 'Peter Walker', ""Bernard M'llvegue"", 'John Boyd', 'Matthew Hay', 'George Watson', 'William Evans', 'James Anderson', 'Samuel Waught', 'Alexander Cunningham', ""Alexander O'Kane"", 'Andrew Hardie', ""John M'Grady"", 'Robert Tennant', 'Allan Mair', 'Sarah Graham', 'Alexander Gillan', 'John Anderson', 'Jun R Davidson', 'William Doag', 'Robert Keith', 'Jean Cameron', 'Francis Thornlie', 'John Dorn', 'John Larg', 'Margt Tindel', 'Arthur Woods', 'John Kerracher', 'William Johnstone', 'James Gordon', ""James M'Manus"", 'Helen Watt', 'William Keith', 'Elspeth Reid', ""Wm M'Leod"", 'James Burnet', 'George Christie', 'David Douglas', 'Charles Mercer', 'Robert Scott', ""Peter M'Lean"", 'Allison Pearson', ""Euphame M'Clasean"", 'James Young', 'Janet Brown', 'George IV', 'William IV.', 'Mr. Whitbread', 'George Bryce', 'Glasgow Jul', 'Joseph Smith']","London, Carney, Glasgow, Elizabeth, George, Falkirk, Date, Mitchell, Essex, Prichard, Mary, Dundee, Dumbarton, Bell, Marshall, Crystal, Edinburgh, Buchanan, Orkney, Montrose, Hamilton, Wilson","['United States', 'Japan', 'United Kingdom', 'South Africa', 'Liberia', 'Turkmenistan']","['Africa', 'Europe', 'Asia', 'North America']"
74460542,Only true account - F.3.a.13(54),F.3.a.13(54),Only true account,executions,1830,"['Elspet Reid', 'John Muir']","Murray, Of, Aberdeen","['United States', 'Turkey']","['Asia', 'North America']"
74460590,"Trial and execution of James Wilson, at Carlisle ... 16th March [1835], for the wilful murder of John Elliot, a poor pack boy, on Eastdale Moor - Ry.III.a.2(114)",Ry.III.a.2(114),"Trial and execution of James Wilson, at Carlisle ... 16th March [1835], for the wilful murder of John Elliot, a poor pack boy, on Eastdale Moor",executions,1834,"['Eastdale Moor', 'John Elliot', 'Iambi Protect']","March, Wilson, Sheffield, Cumberland, Of","['Turkey', 'United Kingdom', 'United States']","['Europe', 'Asia', 'North America']"
74460685,"Following is a correct account of all the Public executions which have taken place in Glasgow, for the last fifty-six years, with the year and the day of the month on which they suffered, which is a very affecting calendar, and worthy of preservation - L.C.Fol.73(15)",L.C.Fol.73(15),"Following is a correct account of all the Public executions which have taken place in Glasgow, for the last fifty-six years, with the year and the day of the month on which they suffered, which is a very affecting calendar, and worthy of preservation",,,"['Hugh Bisland', 'Agnes Dougal', 'William Mitchell', ""George M'Taggart"", 'James Jacks', ""Neil M'Lean"", 'Thomas Vernon', ""John M'Aulay"", ""Walter M'lntosh"", 'John Brown', 'James Dick', 'Agnes White', ""James M'Kean"", 'Peter Gray', 'David Scott', 'Hugh Adamson', 'James Gilchrist', 'George Stewart', 'William Muir', 'William Mudie', 'William Higgins', 'John Sherry', 'Freebairn Whitehill', ""William M'Kechnie"", 'William Baird', 'Mathew Clydesdale', 'Alexander Robertson', 'Hunter Gutbrie', 'John Buchanan', 'James Wilson', 'Duniel Grant', 'John Conner']","Glasgow, Buchanan, George","['United Kingdom', 'South Africa', 'Liberia']","['Europe', 'Africa']"
74460788,"Account of the execution of Andrew Fullarton, who suffered at Edinburgh, on Wednesday the 16th August, 1826, for highway robbery, between Edinburgh and Dalkeith, on the 18th April last - Ry.III.a.2(072)",Ry.III.a.2(072),"Account of the execution of Andrew Fullarton, who suffered at Edinburgh, on Wednesday the 16th August, 1826, for highway robbery, between Edinburgh and Dalkeith, on the 18th April last",,,"['Libberton Wynd', 'Eleven Pounds']","Renton, Edinburgh, Fullerton","['United States', 'United Kingdom']","['Europe', 'North America']"
74460794,"Account of the last days, behaviour and execution of James Bryce, labourer, who was executed here this morning, 3d April, 1844, for the murder of his brother-in-law, John Geddes, at Blaw Wearie, parish of West Calder, on 27th December last - L.C.Fol.74(339)",L.C.Fol.74(339),"Account of the last days, behaviour and execution of James Bryce, labourer, who was executed here this morning, 3d April, 1844, for the murder of his brother-in-law, John Geddes, at Blaw Wearie, parish of West Calder, on 27th December last",executions,1844,['Great Being'],"Edinburgh, March",['United Kingdom'],['Europe']
74460797,"Particular account of the execution of John Craig and James Brown, who were executed at Paisley, on ... 29th of October, 1829 for the crime of stouthrief - Ry.III.a.2(90)",Ry.III.a.2(90),"Particular account of the execution of John Craig and James Brown, who were executed at Paisley, on ... 29th of October, 1829 for the crime of stouthrief",executions,1829,"['William Robertson', 'J. C. Dunlop']","Johnstone, Paisley, Campbell","['United Kingdom', 'Ireland', 'United States']","['Europe', 'North America']"
74460799,Full and particular account of the execution of John M'Graddy - Ry.III.a.2(68),Ry.III.a.2(68),Full and particular account of the execution of John M'Graddy,executions,1826,"[""William M'Call"", 'Elizebeth Taylor', ""Andrew M'Kay""]","Edinburgh, Kilmarnock, Stirling","['United Kingdom', 'Ireland']",['Europe']
74460804,"Full and true account of the behaviour and execution of Margaret Wishart, who was executed at Forfar, on Saturday last the 16th June, 1827, for the horrid and cruel murder of her own blind sister - APS.4.95.12",APS.4.95.12,"Full and true account of the behaviour and execution of Margaret Wishart, who was executed at Forfar, on Saturday last the 16th June, 1827, for the horrid and cruel murder of her own blind sister",executions,1827,"['Mr. C.', 'Mr. William Prophet']","Perth, Glasgow, Edinburgh, Arbroath",['United Kingdom'],['Europe']
74460805,"Particular account of the execution of these three unfortunate young men, Michael Macintyre, Wm. Paterson and Wardrope Dyer, who were executed at Glasgow, yesterday, the 24th October, with their dying behaviour - L.C.Fol.74(76)",L.C.Fol.74(76),"Particular account of the execution of these three unfortunate young men, Michael Macintyre, Wm. Paterson and Wardrope Dyer, who were executed at Glasgow, yesterday, the 24th October, with their dying behaviour",,,['Wardrope Dyer'],"Glasgow, Dyer, Manchester, Of, Paterson","['United States', 'United Kingdom', 'Ireland', 'Turkey']","['Europe', 'Asia', 'North America']"
74460809,"Full and particular account of the execution of Robert Tennant,  who was executed at Stirling on Wednesday morning, the 2d of October, for the bloody murder of William Peddie, an old man, about 70 years of age, on high road between Beancross and Kerse tol - Ry.III.a.2(113)",Ry.III.a.2(113),"Full and particular account of the execution of Robert Tennant,  who was executed at Stirling on Wednesday morning, the 2d of October, for the bloody murder of William Peddie, an old man, about 70 years of age, on high road between Beancross and Kerse tol",executions,1833,"['William Peddie', 'Kerse Toll']","Falkirk, Of, Stirling","['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74460810,"Account of the execution of William Dornan, and Robert Smyth, who were hanged at Air [sic], on Friday the 26th day of May, pursuant to their sentence, for housebreaking and theft - 6.314(22)",6.314(22),"Account of the execution of William Dornan, and Robert Smyth, who were hanged at Air [sic], on Friday the 26th day of May, pursuant to their sentence, for housebreaking and theft",executions,1809,['Thomas Duncan'],"Dublin, Irvine","['Ireland', 'United States']","['Europe', 'North America']"
74460811,"Execution of that unfortunate young man, William McIntyre, belonging to Glasgow, who was executed at Edinburgh on Wednesday morning the 26th Feb. 1823, for housebreaking and theft - L.C.Fol.73(045)",L.C.Fol.73(045),"Execution of that unfortunate young man, William McIntyre, belonging to Glasgow, who was executed at Edinburgh on Wednesday morning the 26th Feb. 1823, for housebreaking and theft",executions,1823,['John Muir'],"Glasgow, Edinburgh, Man, Of","['United Kingdom', 'Turkey', ""Côte d'Ivoire""]","['Europe', 'Asia', 'Africa']"
74460873,"Gentleman's letter to the Laird of Boghall, the day before his execution, with Boghall's answer - Ry.III.c.36(53)",Ry.III.c.36(53),"Gentleman's letter to the Laird of Boghall, the day before his execution, with Boghall's answer",,,['Mr. Alexander Pennecuik'],Defiance,['United States'],['North America']
74462662,Genuine and latest account of the excution [sic] of John Campbell who suffered at Stirling - Ry.III.a.2(57),Ry.III.a.2(57),Genuine and latest account of the excution [sic] of John Campbell who suffered at Stirling,executions,1824,['Blair Logie'],"Campbell, Stirling","['United Kingdom', 'United States']","['Europe', 'North America']"
74458992,Hundred years to come - L.C.Fol.70(204),L.C.Fol.70(204),Hundred years to come,,,[],,[],[]
74459033,"Adieu, my native land, adieu - L.C.1269(177b)",L.C.1269(177b),"Adieu, my native land, adieu",emigration,1870-1890,"['Job Printer', 'Prices Current', 'Excise Forms', 'Pulpit Notices']","Along, Bell","['India', 'United States']","['Asia', 'North America']"
74459091,Bonnie Jeanie Shaw - L.C.Fol.70(047),L.C.Fol.70(047),Bonnie Jeanie Shaw,courtship,1880-1900,['Jeanie Shaw'],Dundee,['South Africa'],['Africa']
74459104,Bonny Nelly Brown - L.C.fol.178A.2(081),L.C.fol.178A.2(081),Bonny Nelly Brown,emigration,1860-1890,['Nelly Brown'],,[],[]
74459116,Bundle and go - L.C.Fol.70(38a)L.C.Fol.70(075),L.C.Fol.70(38a)L.C.Fol.70(075),Bundle and go,,,[],Mary,['Turkmenistan'],['Asia']
74459124,Call me back again - L.C.Fol.70(179),L.C.Fol.70(179),Call me back again,emigration,1880-1900,[],,[],[]
74459134,"Cheer, boys, cheer - APS.4.86.2",APS.4.86.2,"Cheer, boys, cheer",ballad,1852-1859,"['Fancy Cards', 'Society Articles']",Glasgow,['United Kingdom'],['Europe']
74459164,Donald's farewell to Lochaber - L.C.fol.178A.2(122),L.C.fol.178A.2(122),Donald's farewell to Lochaber,,,[],,[],[]
74459181,Fareweel - L.C.Fol.70(229),L.C.Fol.70(229),Fareweel,emigration,1880-1900,"['J. G. ROY', 'Ye Keu', 'Yin O']","Tak, Liberal","['Thailand', 'United States']","['Asia', 'North America']"
74459207,Good by my darling - L.C.Fol.70(200),L.C.Fol.70(200),Good by my darling,,,[],,[],[]
74459276,John Reilly - L.C.fol.178A.2(072),L.C.fol.178A.2(072),John Reilly,emigration,1860-1880,"['Wholesale Stationer', 'Hand Bills']",Glasgow,['United Kingdom'],['Europe']
74459310,Lovely Mourin shore - L.C.Fol.178A.2(066),L.C.Fol.178A.2(066),Lovely Mourin shore,,,['Picture Books'],"Glasgow, Derry, Of","['United States', 'United Kingdom', 'Turkey']","['Europe', 'Asia', 'North America']"
74459350,My boughel roe - L.C.Fol.178A.2(061),L.C.Fol.178A.2(061),My boughel roe,,,[],,[],[]
74459358,My own mountain home - L.C.fol.178A.2(082),L.C.fol.178A.2(082),My own mountain home,,,[],,[],[]
74459393,Patriotic song - RB.m.143(195),RB.m.143(195),Patriotic song,emigration,1850-1870,['JAMES KIRKWOOD'],,[],[]
74459424,Sally Munro - RB.m.169(128),RB.m.169(128),Sally Munro,courtship,1850-1860,['James Dixon'],"Ayr, Belfast, Warren, Newry, Bay, Un","['United Kingdom', 'India', 'United States', 'Philippines']","['Europe', 'Asia', 'North America']"
74459469,Anchor's weighed - L.C.Fol.70(181),L.C.Fol.70(181),Anchor's weighed,,,[],Dundee,['South Africa'],['Africa']
74459473,Auld house - L.C.Fol.70(042),L.C.Fol.70(042),Auld house,,,[],,[],[]
74459529,Country I'm leaving behind - L.C.Fol.70(044),L.C.Fol.70(044),Country I'm leaving behind,,,[],Dundee,['South Africa'],['Africa']
74459530,Country I'm leaving behind - L.C.Fol.70(149),L.C.Fol.70(149),Country I'm leaving behind,,,[],Dundee,['South Africa'],['Africa']
74459554,English emigrant - RB.m.143(137),RB.m.143(137),English emigrant,emigration,1871,[],,[],[]
74459561,Five shilling fee - RB.m.143(025),RB.m.143(025),Five shilling fee,ballad,1880-1900,[],Of,['Turkey'],['Asia']
74459573,Gipsey laddie - L.C.fol.178A.2(092),L.C.fol.178A.2(092),Gipsey laddie,,,[],Highland,"['United States', 'Spain']","['Europe', 'North America']"
74459653,Poet's return - APS.3.87.112,APS.3.87.112,Poet's return,ballad,1860-,"['Glenton Farm', 'Kilkerran House']",,[],[]
74459676,Scottish emigrant's fareweel - L.C.Fol.178A.2(080),L.C.Fol.178A.2(080),Scottish emigrant's fareweel,,,[],,[],[]
74459689,Song of the emigrant - L.C.Fol.70(058),L.C.Fol.70(058),Song of the emigrant,,,"['O Scotia', 'Scots Wha Hae Or']",Kyle,['United States'],['North America']
74459730,Thy voice is near - L.C.1269(295),L.C.1269(295),Thy voice is near,,,"['Jim Bauldie', 'Hankie Pankie Lass', 'Jessie Henderson', 'Uncle Joe Nanny', 'Slaine Susan']","Bridgeton, Mary, Young, Green","['United States', 'Turkmenistan', 'Uruguay', 'Germany', 'United Kingdom']","['South America', 'Europe', 'Asia', 'North America']"
74459738,Toon of Arbroath - L.C.Fol.70(6b)/L.C.Fol.70(012),L.C.Fol.70(6b)/L.C.Fol.70(012),Toon of Arbroath,ballad,1880-1900,"['Sweet Dundee Braes', 'Bonnie Gibraltar Jamie Foyers Donald']","Mary, Dundee, Arbroath","['South Africa', 'United Kingdom', 'Turkmenistan']","['Europe', 'Africa', 'Asia']"
74459742,Traveller's return - L.C.fol.178A.2(215),L.C.fol.178A.2(215),Traveller's return,,,[],,[],[]
74459788,Young emigrant's farewell - L.C.fol.178A.2(017),L.C.fol.178A.2(017),Young emigrant's farewell,,,[],,[],[]
74459834,Edinburgh convicts - APS.4.86.33,APS.4.86.33,Edinburgh convicts,emigration,1840-,[],"Nancy, Edinburgh","['United Kingdom', 'France']",['Europe']
74459836,Girl I left behind me / Brennan on the moor - L.C.1270,L.C.1270,Girl I left behind me / Brennan on the moor,,,"['William Brennan', 'Pedlar Bawn', 'Willie Brennan']",Baltimore,"['United States', 'Ireland']","['Europe', 'North America']"
74459853,Wait till the clouds roll by - RB.m.143(032),RB.m.143(032),Wait till the clouds roll by,ballad,1880-1900,"['Auld Robin Gray', 'Myrtle Groves', 'Paisley Road', 'Norah Magee']","Glasgow, Kyle, Alexandria","['United States', 'United Kingdom', 'Ireland']","['Europe', 'North America']"
74460018,Very curious letter from a cotton spinner in Canada - L.C.Fol.73(94),L.C.Fol.73(94),Very curious letter from a cotton spinner in Canada,,,"['Upper Canada', 'Mill Lass', 'Deanston Cotton Mill', 'John Muir']","Paisley, Mary, Glasgow, Holden, Of","['United Kingdom', 'Canada', 'Turkey', 'United States', 'Turkmenistan', 'India']","['Europe', 'Asia', 'North America']"
74460187,Emigration to the Cape of Good Hope - APS.4.81.45,APS.4.81.45,Emigration to the Cape of Good Hope,emigration,1849,['TO THE'],Dundee,['South Africa'],['Africa']
74460299,Horrible confession - L.C.Fol.74(78),L.C.Fol.74(78),Horrible confession,,,"['JOHN MURDOCK', 'Jesus Christ']","March, Brockville","['Canada', 'Ireland', 'United Kingdom']","['Europe', 'North America']"
74561264,New Song - Ry.III.a.10(46),Ry.III.a.10(46),New Song,ballad,1830-1840,[],,[],[]
74459059,Banks o' Tyne - L.C.Fol.70(213),L.C.Fol.70(213),Banks o' Tyne,,,[],Of,['Turkey'],['Asia']
74459070,"Belle Brandon, the beauty of the valley - L.C.1269(154a)",L.C.1269(154a),"Belle Brandon, the beauty of the valley",ballad,1865,"['Bonnie Scotland', 'Thyrde Bravest', 'Alabama Shamrock', 'Sarah Gray']","Glasgow, Venice, Of","['United States', 'Turkey', 'United Kingdom']","['Europe', 'Asia', 'North America']"
74459121,"Burns, old Scotland's son of song - L.C.Fol.70(8a)",L.C.Fol.70(8a),"Burns, old Scotland's son of song",ballad,1860-1890,[],"Mary, Man, Of","[""Côte d'Ivoire"", 'Turkey', 'Turkmenistan']","['Africa', 'Asia']"
74459155,Death & the lady - L.C.Fol.70(52)/L.C.Fol.70(100),L.C.Fol.70(52)/L.C.Fol.70(100),Death & the lady,,,[],"Along, Providence","['United States', 'India']","['Asia', 'North America']"
74459175,Elegy on the death of the late executioner - L.C.Fol.73(1),L.C.Fol.73(1),Elegy on the death of the late executioner,,,"['Ranken W—y', 'Next Fortune', 'Auld Jock']",Duncan,"['France', 'United States']","['Europe', 'North America']"
74459193,Forty years ago - L.C.1269(314),L.C.1269(314),Forty years ago,,,[],Of,['Turkey'],['Asia']
74459203,Gentle Annie - L.C.Fol.178A.2(60),L.C.Fol.178A.2(60),Gentle Annie,ballad,1852-1859,[],Glasgow,['United Kingdom'],['Europe']
74459210,Gray's ellegie [sic] with his own conceity [sic] answer - Ry.III.c.36(112),Ry.III.c.36(112),Gray's ellegie [sic] with his own conceity [sic] answer,elegies,1720-1730,"['Jannie Beell', 'Willie Mathew', 'Honnest Betty', 'Thrang W', 'Thirty Miles', 'Nay Fiend', 'Sower Ale']","Pen, Davie, Gose","['Japan', 'United States', 'India']","['Asia', 'North America']"
74459247,It is but a little golden ring - L.C.Fol.70(191),L.C.Fol.70(191),It is but a little golden ring,,,[],Dundee,['South Africa'],['Africa']
74459295,"Life and death of the piper of Kilbarchan, or, The epitaph of Habbie Simpson - RB.l.262(021)",RB.l.262(021),"Life and death of the piper of Kilbarchan, or, The epitaph of Habbie Simpson",,,"['Both Trixie', 'Hab Simphon', 'Cracks Who', 'Saint Barchans Feast']","Springs, Man, Swords","[""Côte d'Ivoire"", 'Ireland', 'South Africa']","['Europe', 'Africa']"
74459302,Little Nell - L.C.fol.178A.2(020),L.C.fol.178A.2(020),Little Nell,,,[],,[],[]
